elevation,soil_type,sepal_length,sepal_width,petal_length,petal_width,sepal_area,petal_area,sepal_aspect_ratio,petal_aspect_ratio,sepal_to_petal_length_ratio,sepal_to_petal_width_ratio,sepal_petal_length_diff,sepal_petal_width_diff,petal_curvature_mm,petal_texture_trichomes_per_mm2,leaf_area_cm2,sepal_area_sqrt,petal_area_sqrt,area_ratios
207.1,clay,5.11,4.76,1.46,0.2,24.3236,0.292,1.073529412,7.3,3.5,23.8,3.65,4.56,3.91,17.06,46.25,4.931896187,0.540370243,83.3
80.3,loamy,5.12,3.04,1.56,0.3,15.5648,0.468,1.684210526,5.2,3.282051282,10.13333333,3.56,2.74,4.5,19.58,52.61,3.945224962,0.684105255,33.25811966
296.5,loamy,4.96,3.21,1.53,0.27,15.9216,0.4131,1.54517134,5.666666667,3.241830065,11.88888889,3.43,2.94,4.73,23.51,55.76,3.990187965,0.642728559,38.54175744
245.2,clay,5.2,3.6,1.5,0.33,18.72,0.495,1.444444444,4.545454545,3.466666667,10.90909091,3.7,3.27,4.88,19.98,42.63,4.326661531,0.703562364,37.81818182
147.6,loamy,5.11,3.54,1.5,0.19,18.0894,0.285,1.443502825,7.894736842,3.406666667,18.63157895,3.61,3.35,4.44,18.67,51.76,4.253163528,0.533853913,63.47157895
194.6,clay,5.18,4.22,1.64,0.16,21.8596,0.2624,1.227488152,10.25,3.158536585,26.375,3.54,4.06,4.75,15.42,44.12,4.675425114,0.512249939,83.30640244
277.8,sandy,4.64,2.54,1.46,0.39,11.7856,0.5694,1.826771654,3.743589744,3.178082192,6.512820513,3.18,2.15,4.43,21.66,53.15,3.433016167,0.754585979,20.69827889
188.5,sandy,5.09,2.8,1.19,0.31,14.252,0.3689,1.817857143,3.838709677,4.277310924,9.032258065,3.9,2.49,4.94,17.66,46.89,3.775182115,0.607371386,38.63377609
93.6,sandy,6.15,2.85,1.55,0.13,17.5275,0.2015,2.157894737,11.92307692,3.967741935,21.92307692,4.6,2.72,4.46,20.35,44.74,4.186585721,0.448887514,86.98511166
144.7,clay,5.43,3.83,1.59,0.38,20.7969,0.6042,1.417754569,4.184210526,3.41509434,10.07894737,3.84,3.45,4.58,18.94,54,4.560361828,0.77730303,34.42055611
260.8,loamy,5.54,3.91,1.21,0.32,21.6614,0.3872,1.416879795,3.78125,4.578512397,12.21875,4.33,3.59,4.35,22.51,47.07,4.654180916,0.622253967,55.94369835
211.1,sandy,4.55,2.83,1.73,0.2,12.8765,0.346,1.607773852,8.65,2.630057803,14.15,2.82,2.63,4.92,19.53,48.42,3.588384037,0.588217647,37.21531792
212.7,sandy,4.25,3.37,1.39,0.26,14.3225,0.3614,1.261127596,5.346153846,3.057553957,12.96153846,2.86,3.11,4.57,19.82,38.9,3.784507894,0.601165535,39.63060321
266.7,sandy,4.56,2.47,1.48,0.29,11.2632,0.4292,1.846153846,5.103448276,3.081081081,8.517241379,3.08,2.18,5.45,21.46,54.73,3.356069129,0.655133574,26.24231128
273.5,loamy,4.48,2.95,1.54,0.4,13.216,0.616,1.518644068,3.85,2.909090909,7.375,2.94,2.55,5.2,26.32,54.1,3.635381686,0.784856675,21.45454545
279.9,loamy,4.84,2.79,1.34,0.45,13.5036,0.603,1.734767025,2.977777778,3.611940299,6.2,3.5,2.34,4.97,22.67,50.03,3.674724479,0.776530746,22.39402985
73.7,clay,4.21,3.6,1.46,0.25,15.156,0.365,1.169444444,5.84,2.883561644,14.4,2.75,3.35,4.6,19.73,42.36,3.893070767,0.604152299,41.52328767
186,sandy,5.58,3.41,1.48,0.35,19.0278,0.518,1.636363636,4.228571429,3.77027027,9.742857143,4.1,3.06,5.19,20.01,56.05,4.362086657,0.719722169,36.73320463
235.1,loamy,5.77,3.38,1.46,0.2,19.5026,0.292,1.707100592,7.3,3.952054795,16.9,4.31,3.18,5.35,18.43,46.67,4.416174815,0.540370243,66.78972603
239.2,clay,4.96,3.68,1.53,0.29,18.2528,0.4437,1.347826087,5.275862069,3.241830065,12.68965517,3.43,3.39,5.07,17.15,47.73,4.272329575,0.666108099,41.13770566
201.7,sandy,4.95,2.75,1.54,0.29,13.6125,0.4466,1.8,5.310344828,3.214285714,9.482758621,3.41,2.46,5.8,18.34,61.56,3.689512163,0.668281378,30.48029557
91.7,loamy,5.16,3.93,1.5,0.28,20.2788,0.42,1.312977099,5.357142857,3.44,14.03571429,3.66,3.65,5.23,17.68,46.48,4.503198863,0.64807407,48.28285714
249.4,loamy,5.35,2.62,1.04,0.44,14.017,0.4576,2.041984733,2.363636364,5.144230769,5.954545455,4.31,2.18,5.46,21.96,53.71,3.743928418,0.676461381,30.63155594
230,clay,4.43,3.35,1.5,0.27,14.8405,0.405,1.32238806,5.555555556,2.953333333,12.40740741,2.93,3.08,5.07,16.79,52.81,3.852336953,0.636396103,36.64320988
71.5,sandy,5.61,3.28,1.34,0.44,18.4008,0.5896,1.710365854,3.045454545,4.186567164,7.454545455,4.27,2.84,5.34,24,51.95,4.289615367,0.767854153,31.20895522
166,sandy,4.73,2.98,1.51,0.18,14.0954,0.2718,1.587248322,8.388888889,3.132450331,16.55555556,3.22,2.8,4.6,22.26,51.41,3.754384104,0.521344416,51.85945548
93.5,loamy,5.15,3.19,1.3,0.35,16.4285,0.455,1.614420063,3.714285714,3.961538462,9.114285714,3.85,2.84,4.77,20.06,51.88,4.053208606,0.674536878,36.10659341
134.4,sandy,5.14,3.24,1.73,0.3,16.6536,0.519,1.586419753,5.766666667,2.971098266,10.8,3.41,2.94,5.17,20,51.36,4.080882258,0.720416546,32.08786127
54.5,clay,5.48,3.63,1.43,0.38,19.8924,0.5434,1.509641873,3.763157895,3.832167832,9.552631579,4.05,3.25,5.17,18.33,49.74,4.460089685,0.7371567,36.60728745
150.1,loamy,5.25,3.3,1.54,0.25,17.325,0.385,1.590909091,6.16,3.409090909,13.2,3.71,3.05,5.25,20.81,57.56,4.162331078,0.620483682,45
187.5,loamy,4.61,2.82,1.33,0.42,13.0002,0.5586,1.634751773,3.166666667,3.466165414,6.714285714,3.28,2.4,5.55,23.26,43.44,3.60557901,0.747395478,23.27282492
204.9,clay,4.49,4.5,1.2,0.35,20.205,0.42,0.997777778,3.428571429,3.741666667,12.85714286,3.29,4.15,4.29,17.89,55.11,4.494997219,0.64807407,48.10714286
215.9,loamy,4.99,3.35,1.17,0.38,16.7165,0.4446,1.489552239,3.078947368,4.264957265,8.815789474,3.82,2.97,4.51,15.4,54.11,4.088581661,0.666783323,37.59896536
259.1,sandy,4.92,3.18,1.37,0.32,15.6456,0.4384,1.547169811,4.28125,3.591240876,9.9375,3.55,2.86,5.11,22.11,53.49,3.955451934,0.662117814,35.6879562
103.9,sandy,5.17,3.05,1.57,0.29,15.7685,0.4553,1.695081967,5.413793103,3.292993631,10.51724138,3.6,2.76,4.64,20.97,55.58,3.970957063,0.674759216,34.63320887
80.1,loamy,4.74,3.75,1.89,0.22,17.775,0.4158,1.264,8.590909091,2.507936508,17.04545455,2.85,3.53,6.69,16.64,49.54,4.216040797,0.644825558,42.74891775
262.9,clay,4.86,3.89,1.53,0.27,18.9054,0.4131,1.249357326,5.666666667,3.176470588,14.40740741,3.33,3.62,5.26,17.8,40.66,4.348034039,0.642728559,45.76470588
89.2,clay,5.33,3.37,1.52,0.24,17.9621,0.3648,1.581602374,6.333333333,3.506578947,14.04166667,3.81,3.13,4.96,17.42,49.64,4.238171776,0.603986755,49.23821272
293.7,sandy,5.25,3.15,1.54,0.09,16.5375,0.1386,1.666666667,17.11111111,3.409090909,35,3.71,3.06,4.74,17.83,45.04,4.066632514,0.372290209,119.3181818
260.6,clay,5.47,4.1,1.5,0.38,22.427,0.57,1.334146341,3.947368421,3.646666667,10.78947368,3.97,3.72,4.76,19.03,46.34,4.735715363,0.754983444,39.34561404
175.2,loamy,4.65,3.33,1.12,0.16,15.4845,0.1792,1.396396396,7,4.151785714,20.8125,3.53,3.17,5.02,19.2,43.79,3.935034943,0.42332021,86.40904018
295.4,loamy,4.95,3.12,1.6,0.22,15.444,0.352,1.586538462,7.272727273,3.09375,14.18181818,3.35,2.9,5.06,18.05,47.61,3.929885495,0.593295879,43.875
74.3,sandy,4.88,2.43,1.47,0.11,11.8584,0.1617,2.008230453,13.36363636,3.319727891,22.09090909,3.41,2.32,4.77,17.73,47.02,3.443602765,0.402119385,73.33580705
125.8,sandy,4.79,3.67,1.33,0.26,17.5793,0.3458,1.305177112,5.115384615,3.601503759,14.11538462,3.46,3.41,4.86,19.31,38.11,4.192767582,0.588047617,50.83661076
209.6,sandy,4.63,3.14,1.63,0.32,14.5382,0.5216,1.474522293,5.09375,2.840490798,9.8125,3,2.82,5.67,20.5,53.5,3.812899159,0.722218803,27.87231595
137.5,clay,6.28,3.79,1.62,0.41,23.8012,0.6642,1.656992084,3.951219512,3.87654321,9.243902439,4.66,3.38,5.69,19.05,61.1,4.878647354,0.814984662,35.83438723
282.1,loamy,4.9,4.05,1.61,0.3,19.845,0.483,1.209876543,5.366666667,3.043478261,13.5,3.29,3.75,5.13,23.48,53.03,4.454772721,0.694982014,41.08695652
66.4,loamy,5.51,3.18,1.36,0.42,17.5218,0.5712,1.732704403,3.238095238,4.051470588,7.571428571,4.15,2.76,4.33,21.52,48.99,4.18590492,0.755777745,30.67542017
187.4,loamy,5.1,2.76,1.67,0.34,14.076,0.5678,1.847826087,4.911764706,3.053892216,8.117647059,3.43,2.42,5.27,15.23,49.73,3.751799568,0.753525049,24.79041916
197.7,sandy,4.86,3.01,1.38,0.28,14.6286,0.3864,1.61461794,4.928571429,3.52173913,10.75,3.48,2.73,5.78,21.57,47.9,3.824735285,0.621610811,37.85869565
213.2,loamy,5.04,3.53,1.49,0.24,17.7912,0.3576,1.42776204,6.208333333,3.382550336,14.70833333,3.55,3.29,5.68,21.82,50.45,4.217961593,0.597996656,49.75167785
113.9,clay,5.55,3.93,1.74,0.43,21.8115,0.7482,1.41221374,4.046511628,3.189655172,9.139534884,3.81,3.5,5.37,18.7,49.81,4.670278364,0.864985549,29.15196472
141.1,clay,5.35,3.82,1.69,0.16,20.437,0.2704,1.40052356,10.5625,3.165680473,23.875,3.66,3.66,5.71,15.51,45.79,4.52073003,0.52,75.5806213
260.9,loamy,4.58,3.75,1.53,0.23,17.175,0.3519,1.221333333,6.652173913,2.993464052,16.30434783,3.05,3.52,5.03,20.02,58.41,4.144273157,0.593211598,48.80647911
98.7,sandy,5.24,2.85,1.57,0.28,14.934,0.4396,1.838596491,5.607142857,3.337579618,10.17857143,3.67,2.57,5.31,19.98,42.56,3.86445339,0.663023378,33.97179254
256.7,loamy,4.95,3.27,1.69,0.23,16.1865,0.3887,1.513761468,7.347826087,2.928994083,14.2173913,3.26,3.04,4.66,16.64,53.59,4.023244959,0.623458098,41.642655
190.7,clay,4.96,3.45,1.49,0.26,17.112,0.3874,1.437681159,5.730769231,3.32885906,13.26923077,3.47,3.19,5.15,15.65,49.49,4.136665324,0.622414653,44.17139907
240.5,clay,4.9,3.68,1.8,0.33,18.032,0.594,1.331521739,5.454545455,2.722222222,11.15151515,3.1,3.35,5.66,19.74,59.5,4.246410249,0.770713955,30.35690236
228.4,clay,5.25,3.17,1.7,0.34,16.6425,0.578,1.65615142,5,3.088235294,9.323529412,3.55,2.83,4.71,19.3,51.7,4.079522031,0.760263112,28.7932526
101.9,loamy,5.26,3.82,1.6,0.33,20.0932,0.528,1.376963351,4.848484848,3.2875,11.57575758,3.66,3.49,4.57,18.75,48.2,4.482543921,0.726636085,38.05530303
192.2,clay,5.67,3.62,1.38,0.45,20.5254,0.621,1.566298343,3.066666667,4.108695652,8.044444444,4.29,3.17,5.05,19.75,48.76,4.530496662,0.788035532,33.05217391
266.9,sandy,5.45,2.77,1.45,0.32,15.0965,0.464,1.967509025,4.53125,3.75862069,8.65625,4,2.45,4.89,16.69,50.2,3.88542147,0.681175455,32.53556034
158,loamy,4.39,3.06,1.44,0.26,13.4334,0.3744,1.434640523,5.538461538,3.048611111,11.76923077,2.95,2.8,5.32,18.7,44.29,3.665160297,0.611882342,35.87980769
291.6,loamy,4.85,3.58,1.26,0.24,17.363,0.3024,1.354748603,5.25,3.849206349,14.91666667,3.59,3.34,4.77,21.6,46.17,4.166893327,0.549909083,57.41732804
163.1,clay,5.19,3.5,1.8,0.23,18.165,0.414,1.482857143,7.826086957,2.883333333,15.2173913,3.39,3.27,5.86,18.95,41.08,4.262041764,0.643428318,43.87681159
85.7,clay,4.81,3.93,1.58,0.29,18.9033,0.4582,1.223918575,5.448275862,3.044303797,13.55172414,3.23,3.64,4.36,14.98,45.39,4.347792543,0.67690472,41.25556526
147.4,sandy,5.39,3.81,1.71,0.32,20.5359,0.5472,1.414698163,5.34375,3.152046784,11.90625,3.68,3.49,5.63,18.58,50.47,4.531655327,0.73972968,37.52905702
287.9,loamy,4.7,3.31,1.44,0.22,15.557,0.3168,1.419939577,6.545454545,3.263888889,15.04545455,3.26,3.09,4.62,16.79,51.5,3.944236301,0.562849891,49.10669192
129.9,clay,5.68,3.45,1.29,0.36,19.596,0.4644,1.646376812,3.583333333,4.403100775,9.583333333,4.39,3.09,4.1,20.8,40.1,4.426736947,0.681469001,42.19638243
267,sandy,4.68,3.04,1.31,0.3,14.2272,0.393,1.539473684,4.366666667,3.572519084,10.13333333,3.37,2.74,5.12,20.96,49.31,3.771896075,0.626897121,36.20152672
270.3,clay,5.46,4.54,1.61,0.15,24.7884,0.2415,1.202643172,10.73333333,3.391304348,30.26666667,3.85,4.39,4.87,15.02,52.82,4.978795035,0.491426495,102.6434783
137.5,loamy,5.35,3.48,1.34,0.26,18.618,0.3484,1.537356322,5.153846154,3.992537313,13.38461538,4.01,3.22,4.45,22.28,49.19,4.314858051,0.590254183,53.43857635
70.8,clay,5.19,3.43,1.67,0.42,17.8017,0.7014,1.513119534,3.976190476,3.107784431,8.166666667,3.52,3.01,4.16,16.66,46.83,4.219206086,0.837496269,25.38023952
231.1,loamy,4.88,4.07,1.13,0.28,19.8616,0.3164,1.199017199,4.035714286,4.318584071,14.53571429,3.75,3.79,5,24.68,47.94,4.456635502,0.562494444,62.77370417
127.9,clay,5.2,4.15,1.51,0.36,21.58,0.5436,1.253012048,4.194444444,3.443708609,11.52777778,3.69,3.79,5.49,19.85,47.3,4.64542786,0.737292344,39.69830758
245.7,loamy,4.71,3.9,2.04,0.23,18.369,0.4692,1.207692308,8.869565217,2.308823529,16.95652174,2.67,3.67,5.29,16.26,46.82,4.285907139,0.684981752,39.14961637
160.7,sandy,5.13,2.76,1.67,0.35,14.1588,0.5845,1.858695652,4.771428571,3.071856287,7.885714286,3.46,2.41,5.03,16.57,50.87,3.762818093,0.764525997,24.22378101
171.3,loamy,5.26,3.54,1.59,0.45,18.6204,0.7155,1.485875706,3.533333333,3.308176101,7.866666667,3.67,3.09,5.24,21.04,61.54,4.315136151,0.845872331,26.02431866
244.5,sandy,5.35,3.18,1.65,0.32,17.013,0.528,1.682389937,5.15625,3.242424242,9.9375,3.7,2.86,4.99,18.83,46.28,4.124681806,0.726636085,32.22159091
145.6,loamy,5.68,3.13,1.49,0.27,17.7784,0.4023,1.814696486,5.518518519,3.812080537,11.59259259,4.19,2.86,4.29,19.71,48.41,4.216443999,0.634271235,44.19189659
160.8,sandy,4.92,3.37,1.37,0.24,16.5804,0.3288,1.459940653,5.708333333,3.591240876,14.04166667,3.55,3.13,4.29,24.84,49.74,4.071903732,0.573410847,50.4270073
144,clay,4.76,4.05,1.64,0.3,19.278,0.492,1.175308642,5.466666667,2.902439024,13.5,3.12,3.75,4.9,17.9,46.56,4.39067193,0.701427117,39.18292683
141.8,loamy,5.17,3.71,1.81,0.52,19.1807,0.9412,1.393530997,3.480769231,2.856353591,7.134615385,3.36,3.19,4.92,20.18,55.49,4.379577605,0.970154627,20.37898428
181.5,clay,4.78,3.82,1.41,0.49,18.2596,0.6909,1.251308901,2.87755102,3.390070922,7.795918367,3.37,3.33,5.43,24.26,38.15,4.27312532,0.831203946,26.42871617
252.2,sandy,4.73,2.9,1.58,0.28,13.717,0.4424,1.631034483,5.642857143,2.993670886,10.35714286,3.15,2.62,5.38,20.81,47.34,3.703646851,0.665131566,31.00587703
140.4,loamy,5.3,3.17,1.92,0.2,16.801,0.384,1.67192429,9.6,2.760416667,15.85,3.38,2.97,5.3,15.18,54.09,4.098902292,0.619677335,43.75260417
181.1,loamy,4.7,3.69,1.69,0.19,17.343,0.3211,1.273712737,8.894736842,2.781065089,19.42105263,3.01,3.5,4.86,21.52,48.53,4.164492766,0.566656863,54.01121146
217.7,clay,4.69,4.52,1.72,0.24,21.1988,0.4128,1.037610619,7.166666667,2.726744186,18.83333333,2.97,4.28,4.31,16.51,45.9,4.60421546,0.642495136,51.35368217
117.4,loamy,5.4,3.2,1.24,0.18,17.28,0.2232,1.6875,6.888888889,4.35483871,17.77777778,4.16,3.02,5.21,24.22,52.2,4.156921938,0.472440472,77.41935484
119.4,loamy,5.4,3.27,1.53,0.37,17.658,0.5661,1.651376147,4.135135135,3.529411765,8.837837838,3.87,2.9,5.26,17.53,54.53,4.202142311,0.752396172,31.19236884
283.4,clay,5.14,3.67,0.96,0.44,18.8638,0.4224,1.400544959,2.181818182,5.354166667,8.340909091,4.18,3.23,3.81,28.91,51.05,4.343247633,0.649923072,44.65861742
230.9,loamy,4.37,3.1,1.63,0.22,13.547,0.3586,1.409677419,7.409090909,2.680981595,14.09090909,2.74,2.88,4.58,24.4,45.99,3.680624947,0.598832197,37.77746793
194.3,clay,4.82,3.98,1.48,0.33,19.1836,0.4884,1.211055276,4.484848485,3.256756757,12.06060606,3.34,3.65,4.65,17.61,52.28,4.379908675,0.698856208,39.27846028
211.9,clay,4.86,4.1,1.25,0.44,19.926,0.55,1.185365854,2.840909091,3.888,9.318181818,3.61,3.66,5.06,20.06,47.99,4.463854836,0.741619849,36.22909091
57.3,clay,5.47,3.92,1.57,0.39,21.4424,0.6123,1.395408163,4.025641026,3.484076433,10.05128205,3.9,3.53,4.6,22.26,53.73,4.630593914,0.782496006,35.01943492
204.5,clay,5.03,4.08,1.57,0.5,20.5224,0.785,1.232843137,3.14,3.203821656,8.16,3.46,3.58,4.98,22.35,57.42,4.53016556,0.886002257,26.14318471
177.4,clay,4.57,4.29,1.35,0.4,19.6053,0.54,1.065268065,3.375,3.385185185,10.725,3.22,3.89,4.89,21.33,36.97,4.427787258,0.734846923,36.30611111
186.4,sandy,4.96,2.72,1.39,0.2,13.4912,0.278,1.823529412,6.95,3.568345324,13.6,3.57,2.52,4.92,23.76,50.56,3.673036891,0.527257053,48.5294964
139.9,sandy,5.03,2.3,1.66,0.16,11.569,0.2656,2.186956522,10.375,3.030120482,14.375,3.37,2.14,4.64,19.63,41.32,3.401323272,0.515363949,43.55798193
70.4,clay,4.76,4.05,1.55,0.14,19.278,0.217,1.175308642,11.07142857,3.070967742,28.92857143,3.21,3.91,4.68,18.9,62.21,4.39067193,0.465832588,88.83870968
98.3,sandy,4.89,2.73,1.68,0.22,13.3497,0.3696,1.791208791,7.636363636,2.910714286,12.40909091,3.21,2.51,4.46,18.96,47.66,3.653724128,0.607947366,36.11931818
287.7,sandy,5.44,3.18,1.46,0.23,17.2992,0.3358,1.710691824,6.347826087,3.726027397,13.82608696,3.98,2.95,5.19,22.58,53.73,4.159230698,0.579482528,51.5163788
152.2,loamy,4.99,2.69,1.48,0.33,13.4231,0.4884,1.855018587,4.484848485,3.371621622,8.151515152,3.51,2.36,5.29,21.1,49.82,3.663754904,0.698856208,27.48382473
166.7,clay,4.54,3.63,1.35,0.25,16.4802,0.3375,1.250688705,5.4,3.362962963,14.52,3.19,3.38,4.61,20.87,45.98,4.059581259,0.580947502,48.83022222
63.2,sandy,5.02,3.13,1.91,0.35,15.7126,0.6685,1.603833866,5.457142857,2.628272251,8.942857143,3.11,2.78,5.76,22.39,45.39,3.963912209,0.817618493,23.50426328
59.4,loamy,5.3,3.19,1.97,0.34,16.907,0.6698,1.661442006,5.794117647,2.69035533,9.382352941,3.33,2.85,4.84,13.85,57.93,4.111812253,0.818413099,25.24186324
229.3,loamy,5.24,3.61,1.65,0.39,18.9164,0.6435,1.451523546,4.230769231,3.175757576,9.256410256,3.59,3.22,5.77,20.93,54.78,4.349298794,0.802184517,29.396115
184.5,clay,5.41,3.9,1.65,0.32,21.099,0.528,1.387179487,5.15625,3.278787879,12.1875,3.76,3.58,4.68,20.66,59.72,4.59336478,0.726636085,39.96022727
177.2,clay,5.49,3.81,1.62,0.27,20.9169,0.4374,1.440944882,6,3.388888889,14.11111111,3.87,3.54,3.99,25.01,50.28,4.573499754,0.661362231,47.82098765
110.8,loamy,5.11,3.61,1.59,0.23,18.4471,0.3657,1.415512465,6.913043478,3.213836478,15.69565217,3.52,3.38,5.2,15.41,51.44,4.295008731,0.604731345,50.4432595
236.2,clay,4.86,4.59,1.46,0.33,22.3074,0.4818,1.058823529,4.424242424,3.328767123,13.90909091,3.4,4.26,5.12,24.67,48.66,4.723071035,0.694118146,46.30012453
92.1,clay,5.27,3.79,1.89,0.37,19.9733,0.6993,1.390501319,5.108108108,2.788359788,10.24324324,3.38,3.42,5.02,20.23,48.56,4.469149807,0.836241592,28.56184756
97.5,loamy,5.12,2.69,1.57,0.19,13.7728,0.2983,1.903345725,8.263157895,3.261146497,14.15789474,3.55,2.5,4.68,21.47,44.79,3.711172322,0.546168472,46.17096882
165.2,loamy,4.73,4.07,1.46,0.41,19.2511,0.5986,1.162162162,3.56097561,3.239726027,9.926829268,3.27,3.66,4.98,25.03,50.42,4.387607549,0.773692445,32.16020715
121.6,clay,5.37,4.09,1.29,0.19,21.9633,0.2451,1.312958435,6.789473684,4.162790698,21.52631579,4.08,3.9,4.74,21.68,46.05,4.686501894,0.495075752,89.60954712
111.9,sandy,5.62,2.87,1.84,0.24,16.1294,0.4416,1.958188153,7.666666667,3.054347826,11.95833333,3.78,2.63,4.85,21.2,52.21,4.016142428,0.664529909,36.52490942
211.3,clay,5.13,3.1,1.47,0.44,15.903,0.6468,1.65483871,3.340909091,3.489795918,7.045454545,3.66,2.66,5.42,20.73,50.85,3.987856567,0.804238771,24.58719852
212.7,sandy,4.72,3.04,1.78,0.35,14.3488,0.623,1.552631579,5.085714286,2.651685393,8.685714286,2.94,2.69,5.09,18.55,51.44,3.787980993,0.78930349,23.0317817
256.1,loamy,4.76,3.17,1.62,0.37,15.0892,0.5994,1.501577287,4.378378378,2.938271605,8.567567568,3.14,2.8,5.3,19.91,58.38,3.884481947,0.774209274,25.17384051
154.4,sandy,5.08,2.7,1.49,0.3,13.716,0.447,1.881481481,4.966666667,3.409395973,9,3.59,2.4,4.88,17.85,49.81,3.703511847,0.668580586,30.68456376
68.3,loamy,5.7,2.78,1.73,0.08,15.846,0.1384,2.050359712,21.625,3.294797688,34.75,3.97,2.7,4.83,19.87,53.78,3.980703455,0.372021505,114.4942197
118.4,clay,4.82,4.34,1.64,0.18,20.9188,0.2952,1.110599078,9.111111111,2.93902439,24.11111111,3.18,4.16,4.42,12.99,60.26,4.573707468,0.543323108,70.86314363
295,clay,4.94,4.05,1.38,0.4,20.007,0.552,1.219753086,3.45,3.579710145,10.125,3.56,3.65,4.81,21.29,56.53,4.47291851,0.742967025,36.24456522
199.1,loamy,5.27,3.19,1.33,0.13,16.8113,0.1729,1.652037618,10.23076923,3.962406015,24.53846154,3.94,3.06,3.34,19.63,55.77,4.100158534,0.415812458,97.2313476
227.4,loamy,5.39,3.72,1.19,0.24,20.0508,0.2856,1.448924731,4.958333333,4.529411765,15.5,4.2,3.48,4.7,18.99,48.47,4.477811966,0.534415569,70.20588235
51.8,loamy,5.12,4.15,1.48,0.28,21.248,0.4144,1.23373494,5.285714286,3.459459459,14.82142857,3.64,3.87,4.96,20.66,51.15,4.609555293,0.643739078,51.27413127
179.6,clay,5.21,3.73,1.61,0.3,19.4333,0.483,1.396782842,5.366666667,3.236024845,12.43333333,3.6,3.43,5.28,15.7,43.41,4.408321676,0.694982014,40.23457557
59.4,clay,5.2,3.72,1.4,0.37,19.344,0.518,1.397849462,3.783783784,3.714285714,10.05405405,3.8,3.35,4.87,25.79,52.49,4.398181442,0.719722169,37.34362934
192.3,sandy,5.16,2.85,1.62,0.27,14.706,0.4374,1.810526316,6,3.185185185,10.55555556,3.54,2.58,5.17,19.69,51.37,3.834840284,0.661362231,33.62139918
280.2,loamy,5.22,3.47,1.36,0.08,18.1134,0.1088,1.504322767,17,3.838235294,43.375,3.86,3.39,3.91,19.56,50.12,4.255984023,0.32984845,166.4834559
292.1,sandy,5.66,2.79,1.72,0.05,15.7914,0.086,2.028673835,34.4,3.290697674,55.8,3.94,2.74,4.97,17.1,55.14,3.973839453,0.293257566,183.6209302
185.1,clay,5.08,3.29,1.55,0.17,16.7132,0.2635,1.544072948,9.117647059,3.277419355,19.35294118,3.53,3.12,4.16,20.07,43.96,4.088178078,0.513322511,63.42770398
164.6,sandy,4.89,3.02,1.26,0.43,14.7678,0.5418,1.619205298,2.930232558,3.880952381,7.023255814,3.63,2.59,4.4,24.16,58.17,3.842889538,0.736070649,27.25692137
286.3,sandy,4.98,3.03,1.57,0.33,15.0894,0.5181,1.643564356,4.757575758,3.171974522,9.181818182,3.41,2.7,4.91,23.11,54.51,3.884507691,0.719791637,29.12449334
218.4,clay,4.98,4.17,1.89,0.38,20.7666,0.7182,1.194244604,4.973684211,2.634920635,10.97368421,3.09,3.79,5.64,22.56,49.65,4.557038512,0.847466814,28.91478697
66.2,clay,5.47,3.24,1.76,0.45,17.7228,0.792,1.688271605,3.911111111,3.107954545,7.2,3.71,2.79,5.19,21.64,49.26,4.209845603,0.889943818,22.37727273
166.4,loamy,5.02,3.18,1.81,0.21,15.9636,0.3801,1.578616352,8.619047619,2.773480663,15.14285714,3.21,2.97,5.01,18.92,52.4,3.995447409,0.616522506,41.99842147
110.1,sandy,5.39,3.07,1.68,0.27,16.5473,0.4536,1.755700326,6.222222222,3.208333333,11.37037037,3.71,2.8,4.99,15.65,57.6,4.067837263,0.67349833,36.47993827
167.5,clay,4.8,4.11,1.72,0.35,19.728,0.602,1.167883212,4.914285714,2.790697674,11.74285714,3.08,3.76,4.64,19.4,50.51,4.441621326,0.77588659,32.77076412
163.9,clay,5.12,4.08,1.67,0.21,20.8896,0.3507,1.254901961,7.952380952,3.065868263,19.42857143,3.45,3.87,4.73,19.29,50.72,4.570514194,0.592199291,59.56544055
195.5,sandy,4.86,2.8,1.38,0.38,13.608,0.5244,1.735714286,3.631578947,3.52173913,7.368421053,3.48,2.42,5.21,23.15,50.09,3.688902276,0.72415468,25.94965675
139.2,clay,4.88,3.27,1.49,0.35,15.9576,0.5215,1.49235474,4.257142857,3.275167785,9.342857143,3.39,2.92,4.31,20.93,58.91,3.994696484,0.722149569,30.59942474
91.1,loamy,4.91,2.55,1.79,0.29,12.5205,0.5191,1.925490196,6.172413793,2.74301676,8.793103448,3.12,2.26,5.3,24.84,48.16,3.538431856,0.720485947,24.11963013
175.9,loamy,5.46,3.68,1.23,0.21,20.0928,0.2583,1.483695652,5.857142857,4.43902439,17.52380952,4.23,3.47,4.81,23.59,49.85,4.482499303,0.50823223,77.78861789
257.6,sandy,5.29,2.81,1.46,0.44,14.8649,0.6424,1.882562278,3.318181818,3.623287671,6.386363636,3.83,2.37,5.41,18.63,57.32,3.855502561,0.801498596,23.13963263
216,loamy,4.41,2.82,1.22,0.46,12.4362,0.5612,1.563829787,2.652173913,3.614754098,6.130434783,3.19,2.36,5.48,14.61,50.74,3.526499681,0.749132832,22.16001426
134.6,clay,5.8,3.97,1.62,0.56,23.026,0.9072,1.460957179,2.892857143,3.580246914,7.089285714,4.18,3.41,4.16,24.16,55.69,4.798541445,0.952470472,25.3813933
